Customer_ID,Transaction_ID,Purchase_Date,Purchase_Amount,Payment_Method,Product_Category,Total_Purchases,Average_Order_Value,Repeat_Purchase_Rate,Time_Between_Purchases,Session_Duration,Pages_Visited,Bounce_Rate,Browsing_Frequency,Click_Through_Rate,Ad_Clicks,Product_Link_Clicks,Navigation_Path_Count,Search_Keywords_Count,Search_Frequency,Product_Relevance_Score,Search_to_Purchase_Ratio,Age,Gender,Income_Level,Occupation,Education_Level,Location,Email_Open_Rate,Response_Rate,Chatbot_Interactions,Feedback_Score,Support_Request_Frequency,Customer_Value_Score,Engagement_Score,Loyalty_Score,Churn_Risk_Score,Customer_Segment
CUST_09411,TXN_009411,2025-01-27 02:00:00,7953.19,Credit Card,Grocery,103,3722.72,0.583,51,81.12,38,0.079,14,0.453,57,30,19,41,54,0.775,0.105,52,Female,Middle,Student,Bachelor,Urban,0.772,0.52,1,4.75,9,57.23,58.73,77.11,31.83,Low_Value_Customer
CUST_09412,TXN_009412,2025-01-27 03:00:00,33581.64,Credit Card,Home Decor,103,13974.54,0.311,154,24.27,35,0.353,60,0.177,50,2,7,1,68,0.923,0.233,63,Other,Lower Middle,Student,Diploma,Urban,0.393,0.146,6,5.0,3,70.48,25.75,67.48,41.92,Low_Value_Customer
CUST_09413,TXN_009413,2025-01-27 04:00:00,37721.49,Wallet,Electronics,88,3966.81,0.248,85,71.92,55,0.014,8,0.765,16,9,25,43,38,0.427,0.445,50,Male,Middle,Student,Doctorate,Urban,0.085,0.013,34,1.88,2,59.01,56.62,44.99,37.04,Low_Value_Customer
CUST_09414,TXN_009414,2025-01-27 05:00:00,5608.67,Wallet,Grocery,21,13068.12,0.032,101,81.87,64,0.569,38,0.545,24,91,16,0,7,0.614,0.953,49,Other,Upper Middle,Student,High School,Metro,0.715,0.669,47,1.13,1,13.21,73.09,13.06,35.07,Potential_Customer
CUST_09415,TXN_009415,2025-01-27 06:00:00,23443.34,Wallet,Beauty,115,9600.85,0.332,171,66.83,6,0.927,43,0.291,29,63,38,1,9,0.477,0.099,45,Male,Lower Middle,Student,Diploma,Urban,0.296,0.766,36,2.32,29,58.76,46.86,58.42,64.13,Low_Value_Customer
CUST_09416,TXN_009416,2025-01-27 07:00:00,3636.5,Credit Card,Fashion,82,9354.79,0.394,178,61.51,14,0.787,93,0.521,43,96,21,31,18,0.379,0.832,20,Female,Upper Middle,Retired,Bachelor,Metro,0.916,0.036,19,3.56,28,41.61,35.39,57.48,79.91,Inactive_Customer
CUST_09417,TXN_009417,2025-01-27 08:00:00,29949.3,UPI,Books,35,12592.31,0.444,156,5.51,52,0.467,32,0.739,2,21,14,11,32,0.862,0.864,58,Male,Middle,Employee,Bachelor,Semi-Urban,0.27,0.468,9,1.73,14,43.78,47.96,36.62,45.31,Low_Value_Customer
CUST_09418,TXN_009418,2025-01-27 09:00:00,13293.77,Credit Card,Electronics,75,7465.22,0.723,154,19.11,50,0.676,84,0.476,1,16,20,39,42,0.171,0.551,57,Female,Middle,Retired,Diploma,Semi-Urban,0.244,0.531,18,3.47,0,52.93,46.11,68.15,39.17,Low_Value_Customer
CUST_09419,TXN_009419,2025-01-27 10:00:00,26428.46,Wallet,Sports,75,12815.27,0.401,77,60.32,17,0.707,45,0.362,43,40,9,38,46,0.291,0.748,44,Male,High,Employee,Master,Semi-Urban,0.437,0.883,8,2.99,11,54.24,53.19,52.86,43.14,Low_Value_Customer
CUST_09420,TXN_009420,2025-01-27 11:00:00,25921.3,UPI,Home Decor,67,8298.4,0.199,25,70.88,9,0.569,86,0.553,24,51,26,32,6,0.254,0.793,50,Female,Upper Middle,Business Owner,Bachelor,Metro,0.236,0.213,24,4.22,26,51.53,41.65,48.6,73.8,Inactive_Customer
CUST_09421,TXN_009421,2025-01-27 12:00:00,46225.28,UPI,Sports,60,14771.25,0.396,115,6.64,40,0.842,86,0.296,52,3,1,35,66,0.919,0.809,53,Other,Lower Middle,Freelancer,Doctorate,Rural,0.915,0.074,33,3.94,14,67.1,23.59,53.04,72.53,Inactive_Customer
CUST_09422,TXN_009422,2025-01-27 13:00:00,27499.25,Debit Card,Books,23,9932.96,0.077,31,2.7,36,0.313,59,0.473,53,51,21,20,7,0.819,0.304,41,Male,Middle,Student,Master,Metro,0.183,0.693,34,4.59,26,40.31,41.15,32.74,50.11,Low_Value_Customer
CUST_09423,TXN_009423,2025-01-27 14:00:00,29191.62,Net Banking,Electronics,65,5673.5,0.953,146,28.72,74,0.643,1,0.369,40,17,6,38,30,0.776,0.702,33,Female,Lower Middle,Retired,Diploma,Rural,0.405,0.656,35,4.18,17,68.28,56.73,77.98,48.88,Medium_Value_Customer
CUST_09424,TXN_009424,2025-01-27 15:00:00,20142.49,Wallet,Fashion,63,11474.12,0.074,168,58.4,49,0.071,33,0.199,48,85,30,4,46,0.982,0.036,28,Female,High,Freelancer,Diploma,Metro,0.283,0.335,41,2.58,25,39.07,44.88,34.24,43.94,Low_Value_Customer
CUST_09425,TXN_009425,2025-01-27 16:00:00,47459.07,Net Banking,Fashion,23,7697.47,0.206,87,46.57,52,0.14,31,0.156,23,50,10,15,33,0.233,0.373,48,Male,Upper Middle,Retired,High School,Urban,0.454,0.303,1,4.22,5,55.75,40.66,36.05,35.14,Low_Value_Customer
CUST_09426,TXN_009426,2025-01-27 17:00:00,38881.58,Debit Card,Grocery,86,12109.77,0.425,67,1.74,69,0.892,79,0.418,34,4,28,13,12,0.505,0.946,39,Female,Low,Business Owner,High School,Semi-Urban,0.527,0.739,2,3.1,20,66.52,50.97,57.58,61.99,Low_Value_Customer
CUST_09427,TXN_009427,2025-01-27 18:00:00,14341.72,Net Banking,Sports,42,12518.59,0.915,11,14.49,31,0.52,6,0.196,34,54,19,11,33,0.774,0.734,57,Other,Lower Middle,Business Owner,Doctorate,Urban,0.058,0.817,11,2.19,11,45.41,39.04,59.8,42.25,Low_Value_Customer
CUST_09428,TXN_009428,2025-01-27 19:00:00,42226.06,Wallet,Sports,94,9292.01,0.183,155,67.95,57,0.719,33,0.517,51,79,22,34,6,0.722,0.201,69,Female,Middle,Retired,Doctorate,Rural,0.229,0.077,1,2.46,4,64.1,51.54,47.04,57.58,Low_Value_Customer
CUST_09429,TXN_009429,2025-01-27 20:00:00,21676.58,Debit Card,Home Decor,64,13095.61,0.398,165,27.49,78,0.827,70,0.777,50,75,23,2,59,0.256,0.818,50,Male,High,Business Owner,Diploma,Semi-Urban,0.475,0.637,37,2.1,10,45.43,67.36,45.09,49.0,Potential_Customer
CUST_09430,TXN_009430,2025-01-27 21:00:00,41450.49,Net Banking,Books,66,6111.06,0.97,140,11.43,79,0.888,75,0.394,48,41,18,19,11,0.771,0.558,40,Other,Upper Middle,Employee,Bachelor,Rural,0.277,0.63,46,3.2,4,74.52,53.46,74.05,47.74,Low_Value_Customer
CUST_09431,TXN_009431,2025-01-27 22:00:00,41162.11,Credit Card,Grocery,81,954.92,0.594,156,5.53,47,0.094,47,0.745,6,33,28,36,59,0.501,0.715,33,Male,Middle,Retired,Bachelor,Metro,0.143,0.327,5,4.17,1,73.45,43.02,68.24,25.65,Low_Value_Customer
CUST_09432,TXN_009432,2025-01-27 23:00:00,9524.62,UPI,Home Decor,41,9973.46,0.606,6,76.69,76,0.67,86,0.795,1,40,32,8,24,0.85,0.752,55,Female,Upper Middle,Homemaker,High School,Urban,0.315,0.389,23,1.02,15,32.1,74.65,41.3,63.95,Potential_Customer
CUST_09433,TXN_009433,2025-01-28 00:00:00,35086.94,Debit Card,Toys,114,11490.33,0.955,70,42.98,60,0.602,18,0.513,48,68,37,7,2,0.24,0.07,57,Other,Upper Middle,Student,Bachelor,Metro,0.595,0.522,24,3.81,10,83.59,56.56,90.5,49.85,High_Value_Customer
CUST_09434,TXN_009434,2025-01-28 01:00:00,14603.08,Credit Card,Electronics,20,1184.74,0.501,172,45.83,22,0.574,74,0.501,41,2,22,16,39,0.693,0.241,23,Female,Middle,Employee,Diploma,Rural,0.18,0.642,23,4.68,29,39.28,48.18,49.27,55.44,Low_Value_Customer
CUST_09435,TXN_009435,2025-01-28 02:00:00,14944.88,Wallet,Electronics,9,11586.56,0.012,89,6.46,30,0.147,63,0.601,21,31,17,31,65,0.164,0.766,21,Male,Upper Middle,Retired,Doctorate,Metro,0.347,0.758,20,3.49,26,23.42,45.14,20.56,39.13,Low_Value_Customer
CUST_09436,TXN_009436,2025-01-28 03:00:00,14887.77,UPI,Toys,57,9623.51,0.04,47,44.48,32,0.737,92,0.127,53,43,32,27,38,0.238,0.062,35,Female,Middle,Homemaker,Diploma,Semi-Urban,0.487,0.726,21,4.0,3,37.47,43.68,38.22,43.9,Low_Value_Customer
CUST_09437,TXN_009437,2025-01-28 04:00:00,36305.86,Debit Card,Sports,75,1834.53,0.671,36,58.47,38,0.307,42,0.522,21,59,16,38,28,0.566,0.357,29,Male,Upper Middle,Student,High School,Rural,0.765,0.899,48,2.83,20,66.07,63.64,62.87,38.44,Medium_Value_Customer
CUST_09438,TXN_009438,2025-01-28 05:00:00,11568.32,UPI,Books,17,8145.11,0.215,82,11.93,2,0.219,90,0.479,26,64,24,12,43,0.291,0.06,55,Female,High,Retired,Bachelor,Rural,0.382,0.25,12,1.36,7,20.73,22.16,20.36,41.44,Low_Value_Customer
CUST_09439,TXN_009439,2025-01-28 06:00:00,145.2,Cash on Delivery,Grocery,78,1720.26,0.474,44,81.32,64,0.675,82,0.201,44,1,4,37,57,0.581,0.204,37,Female,Middle,Student,Master,Urban,0.64,0.594,20,4.12,11,41.44,62.46,62.31,52.53,Low_Value_Customer
CUST_09440,TXN_009440,2025-01-28 07:00:00,35790.32,Cash on Delivery,Toys,82,4892.12,0.545,151,70.72,50,0.212,8,0.602,44,44,29,44,3,0.737,0.025,43,Other,High,Freelancer,Doctorate,Rural,0.46,0.09,48,2.14,22,62.87,52.57,56.42,54.66,Low_Value_Customer
CUST_09441,TXN_009441,2025-01-28 08:00:00,8642.12,Debit Card,Books,18,12079.38,0.657,151,72.37,55,0.479,6,0.684,10,98,35,14,15,0.683,0.037,49,Male,Lower Middle,Retired,Master,Urban,0.637,0.874,17,2.16,26,30.17,76.24,42.33,43.82,Potential_Customer
CUST_09442,TXN_009442,2025-01-28 09:00:00,5313.67,Debit Card,Beauty,108,1601.76,0.091,87,48.75,28,0.308,90,0.199,12,7,26,42,34,0.81,0.871,57,Male,Upper Middle,Business Owner,Doctorate,Rural,0.169,0.684,49,1.02,20,35.6,44.37,40.24,42.09,Low_Value_Customer
CUST_09443,TXN_009443,2025-01-28 10:00:00,11952.05,Net Banking,Fashion,114,6944.88,0.747,35,30.72,3,0.784,47,0.035,17,57,32,27,38,0.344,0.397,25,Male,Upper Middle,Business Owner,Master,Rural,0.625,0.57,19,1.87,6,57.42,24.6,72.48,53.4,Low_Value_Customer
CUST_09444,TXN_009444,2025-01-28 11:00:00,19057.04,UPI,Toys,63,9125.12,0.903,93,58.0,59,0.907,31,0.448,4,50,14,21,9,0.955,0.192,47,Female,Low,Business Owner,Bachelor,Metro,0.13,0.283,3,3.08,21,56.39,52.82,69.9,75.59,Inactive_Customer
CUST_09445,TXN_009445,2025-01-28 12:00:00,23847.73,Cash on Delivery,Books,72,14113.62,0.258,61,21.06,20,0.785,97,0.156,25,55,22,1,47,0.479,0.561,25,Other,High,Freelancer,Doctorate,Semi-Urban,0.175,0.254,34,3.83,0,51.34,22.35,50.47,56.47,Low_Value_Customer
CUST_09446,TXN_009446,2025-01-28 13:00:00,2324.05,Cash on Delivery,Grocery,93,11085.26,0.379,166,13.18,62,0.383,93,0.036,34,66,4,10,5,0.186,0.581,32,Other,Upper Middle,Student,High School,Urban,0.541,0.855,5,3.6,14,43.26,45.31,60.28,30.2,Low_Value_Customer
CUST_09447,TXN_009447,2025-01-28 14:00:00,48531.61,UPI,Toys,72,2174.78,0.732,2,48.91,63,0.163,83,0.361,26,87,37,40,18,0.759,0.409,18,Female,Upper Middle,Business Owner,Diploma,Semi-Urban,0.533,0.065,45,3.27,27,76.42,43.92,66.63,66.14,Inactive_Customer
CUST_09448,TXN_009448,2025-01-28 15:00:00,35831.55,Cash on Delivery,Books,26,14536.14,0.251,147,43.6,19,0.666,27,0.48,6,23,22,29,62,0.69,0.405,35,Male,Lower Middle,Freelancer,Diploma,Semi-Urban,0.697,0.78,34,3.46,4,46.98,49.55,34.92,35.08,Low_Value_Customer
CUST_09449,TXN_009449,2025-01-28 16:00:00,16227.38,Credit Card,Toys,92,7221.57,0.536,111,14.38,6,0.859,59,0.642,6,22,23,19,53,0.427,0.261,52,Male,Upper Middle,Business Owner,Bachelor,Rural,0.782,0.798,10,2.91,13,53.81,41.87,62.82,50.79,Low_Value_Customer
CUST_09450,TXN_009450,2025-01-28 17:00:00,16002.99,Cash on Delivery,Grocery,72,5608.79,0.65,97,48.21,75,0.387,82,0.316,8,21,36,45,27,0.542,0.392,42,Other,Low,Freelancer,Master,Rural,0.357,0.339,12,1.62,26,47.06,53.2,55.1,59.65,Low_Value_Customer
CUST_09451,TXN_009451,2025-01-28 18:00:00,22482.27,Cash on Delivery,Electronics,84,2017.8,0.863,23,49.64,45,0.048,4,0.189,19,65,22,8,10,0.827,0.774,30,Other,High,Retired,Bachelor,Semi-Urban,0.549,0.13,14,1.91,5,59.73,35.83,68.57,40.67,Low_Value_Customer
CUST_09452,TXN_009452,2025-01-28 19:00:00,31349.62,Wallet,Fashion,111,14008.89,0.345,26,78.56,70,0.127,87,0.285,52,12,33,38,41,0.764,0.285,51,Other,Low,Retired,Doctorate,Rural,0.593,0.024,29,2.86,27,65.17,51.42,60.47,64.78,Low_Value_Customer
CUST_09453,TXN_009453,2025-01-28 20:00:00,7404.02,Credit Card,Books,72,8834.47,0.488,30,68.57,62,0.37,8,0.431,10,8,25,1,0,0.204,0.097,66,Male,Lower Middle,Business Owner,Bachelor,Rural,0.709,0.077,31,4.68,19,46.98,51.12,63.92,64.81,Low_Value_Customer
CUST_09454,TXN_009454,2025-01-28 21:00:00,9527.6,Net Banking,Books,78,14821.01,0.189,19,20.36,78,0.479,24,0.574,10,22,5,34,54,0.258,0.074,26,Female,Low,Student,High School,Urban,0.823,0.099,14,2.49,15,37.42,46.86,42.76,65.24,Inactive_Customer
CUST_09455,TXN_009455,2025-01-28 22:00:00,42985.79,Debit Card,Books,13,2690.6,0.308,167,73.8,14,0.283,5,0.544,26,24,39,8,41,0.484,0.371,30,Other,High,Business Owner,Master,Rural,0.78,0.571,26,3.97,24,51.41,52.75,35.96,43.5,Low_Value_Customer
CUST_09456,TXN_009456,2025-01-28 23:00:00,12887.12,Cash on Delivery,Toys,119,8232.95,0.102,90,87.24,65,0.468,48,0.454,59,85,29,48,9,0.563,0.805,52,Other,Low,Employee,Master,Metro,0.667,0.284,5,2.86,9,49.39,63.0,53.09,50.36,Low_Value_Customer
CUST_09457,TXN_009457,2025-01-29 00:00:00,19071.73,Net Banking,Grocery,104,1737.3,0.202,106,64.78,54,0.911,75,0.225,51,46,19,41,40,0.952,0.362,32,Male,Upper Middle,Business Owner,Doctorate,Semi-Urban,0.797,0.668,17,4.12,8,55.75,57.19,59.01,52.62,Low_Value_Customer
CUST_09458,TXN_009458,2025-01-29 01:00:00,43576.47,Net Banking,Toys,17,7911.71,0.346,28,71.04,60,0.082,14,0.482,16,58,19,13,45,0.194,0.135,54,Male,Upper Middle,Business Owner,Diploma,Metro,0.893,0.79,42,2.08,23,47.91,70.28,29.2,36.78,Potential_Customer
CUST_09459,TXN_009459,2025-01-29 02:00:00,33191.08,Credit Card,Books,115,13357.9,0.422,127,24.71,78,0.765,11,0.589,35,97,8,13,10,0.369,0.62,46,Other,Middle,Freelancer,Bachelor,Metro,0.698,0.161,7,2.72,15,68.58,49.99,64.02,67.39,Inactive_Customer
CUST_09460,TXN_009460,2025-01-29 03:00:00,17151.42,Debit Card,Electronics,26,1728.88,0.696,61,89.28,31,0.438,77,0.761,2,83,31,0,10,0.516,0.572,42,Other,Low,Employee,Diploma,Semi-Urban,0.92,0.744,18,3.02,8,41.49,72.11,50.52,36.29,Potential_Customer
CUST_09461,TXN_009461,2025-01-29 04:00:00,34216.61,Wallet,Electronics,6,4117.77,0.455,176,16.7,45,0.624,22,0.012,44,51,34,11,3,0.998,0.595,46,Female,Middle,Student,High School,Urban,0.515,0.425,49,1.36,25,38.63,29.63,26.75,60.15,Low_Value_Customer
CUST_09462,TXN_009462,2025-01-29 05:00:00,1082.19,Net Banking,Sports,81,10267.79,0.058,95,67.83,74,0.921,14,0.5,51,40,4,34,14,0.778,0.506,30,Other,Middle,Freelancer,Bachelor,Metro,0.734,0.503,41,4.99,0,37.14,67.04,50.9,51.87,Potential_Customer
CUST_09463,TXN_009463,2025-01-29 06:00:00,36808.57,Wallet,Toys,4,1236.68,0.743,96,36.17,69,0.442,20,0.532,2,16,22,49,6,0.886,0.958,64,Female,Low,Student,Doctorate,Urban,0.262,0.859,19,3.77,17,52.94,66.38,49.74,38.53,Potential_Customer
CUST_09464,TXN_009464,2025-01-29 07:00:00,24402.1,Debit Card,Sports,89,6864.38,0.527,141,32.76,20,0.1,1,0.189,52,39,31,24,67,0.416,0.857,37,Female,Middle,Freelancer,Diploma,Urban,0.904,0.179,18,2.34,28,56.89,24.55,58.74,53.63,Low_Value_Customer
CUST_09465,TXN_009465,2025-01-29 08:00:00,40677.79,Debit Card,Grocery,7,5062.62,0.921,86,26.38,48,0.788,21,0.48,46,27,4,6,25,0.601,0.347,68,Male,High,Student,High School,Urban,0.835,0.766,46,2.9,10,57.34,53.48,53.38,48.16,Low_Value_Customer
CUST_09466,TXN_009466,2025-01-29 09:00:00,47736.42,Credit Card,Grocery,17,12588.41,0.626,123,40.25,22,0.259,51,0.635,11,40,30,44,66,0.917,0.527,47,Other,High,Retired,Master,Rural,0.329,0.712,47,4.72,3,64.35,51.73,53.6,23.37,Low_Value_Customer
CUST_09467,TXN_009467,2025-01-29 10:00:00,46296.85,UPI,Electronics,86,831.23,0.528,139,71.39,40,0.861,89,0.709,19,78,18,38,33,0.624,0.529,58,Other,Upper Middle,Employee,Diploma,Metro,0.072,0.228,48,3.08,8,73.71,55.76,61.6,62.24,Medium_Value_Customer
CUST_09468,TXN_009468,2025-01-29 11:00:00,45472.33,Cash on Delivery,Sports,118,12964.59,0.296,97,84.75,50,0.087,92,0.563,25,77,26,34,29,0.806,0.74,34,Other,Upper Middle,Freelancer,Doctorate,Semi-Urban,0.824,0.342,4,4.58,2,80.99,61.79,69.16,29.06,Medium_Value_Customer
CUST_09469,TXN_009469,2025-01-29 12:00:00,25657.28,Credit Card,Books,92,10584.12,0.239,168,38.05,50,0.224,96,0.829,29,72,32,10,37,0.65,0.36,35,Other,Upper Middle,Employee,Doctorate,Semi-Urban,0.226,0.81,2,1.76,2,51.02,67.17,45.19,15.87,Potential_Customer
CUST_09470,TXN_009470,2025-01-29 13:00:00,18071.09,Wallet,Books,50,4528.14,0.233,108,59.0,9,0.92,56,0.71,59,5,31,6,30,0.735,0.734,59,Other,Middle,Freelancer,Bachelor,Metro,0.434,0.719,37,1.67,11,34.82,54.93,32.25,53.8,Low_Value_Customer
CUST_09471,TXN_009471,2025-01-29 14:00:00,23305.26,Credit Card,Toys,6,3046.75,0.405,179,71.15,73,0.837,36,0.341,43,21,20,46,36,0.222,0.384,23,Female,Upper Middle,Homemaker,Bachelor,Semi-Urban,0.142,0.642,37,4.65,10,39.86,67.15,41.2,48.42,Potential_Customer
CUST_09472,TXN_009472,2025-01-29 15:00:00,34525.81,Debit Card,Grocery,30,14257.63,0.176,70,9.88,79,0.216,2,0.741,56,0,9,22,59,0.671,0.907,50,Female,Upper Middle,Freelancer,Doctorate,Metro,0.171,0.353,24,3.61,23,46.02,54.78,33.84,52.25,Low_Value_Customer
CUST_09473,TXN_009473,2025-01-29 16:00:00,44211.49,Net Banking,Fashion,74,8353.23,0.829,158,86.49,52,0.74,40,0.188,13,95,30,23,39,0.495,0.272,41,Female,Middle,Retired,Bachelor,Semi-Urban,0.063,0.122,33,1.14,9,69.45,48.02,60.44,60.96,Low_Value_Customer
CUST_09474,TXN_009474,2025-01-29 17:00:00,10428.62,Cash on Delivery,Electronics,114,5237.19,0.791,127,19.84,46,0.091,29,0.603,58,88,17,46,63,0.324,0.315,56,Other,Lower Middle,Student,Master,Rural,0.896,0.776,39,2.93,3,60.41,54.36,79.54,15.35,Low_Value_Customer
CUST_09475,TXN_009475,2025-01-29 18:00:00,45917.84,Cash on Delivery,Electronics,56,762.58,0.717,158,82.44,78,0.158,48,0.151,9,26,5,0,4,0.2,0.402,34,Other,Low,Freelancer,Diploma,Urban,0.829,0.016,20,2.09,23,66.75,51.45,55.46,55.44,Low_Value_Customer
CUST_09476,TXN_009476,2025-01-29 19:00:00,40777.49,UPI,Grocery,39,2570.19,0.057,7,88.81,73,0.181,16,0.826,51,14,30,35,55,0.285,0.348,19,Other,Middle,Employee,Doctorate,Metro,0.885,0.017,2,1.84,8,44.95,68.56,22.86,52.1,Potential_Customer
CUST_09477,TXN_009477,2025-01-29 20:00:00,48944.92,Debit Card,Grocery,14,9012.66,0.08,67,9.94,9,0.051,91,0.548,34,96,2,42,24,0.78,0.957,58,Other,Upper Middle,Freelancer,Master,Metro,0.098,0.141,33,1.14,18,42.78,22.8,12.98,48.83,Low_Value_Customer
CUST_09478,TXN_009478,2025-01-29 21:00:00,44024.56,Cash on Delivery,Grocery,54,7745.33,0.627,138,80.45,33,0.466,73,0.636,59,43,34,9,16,0.669,0.588,21,Male,Low,Employee,Bachelor,Urban,0.656,0.656,16,4.86,23,71.44,64.96,65.13,48.13,Medium_Value_Customer
CUST_09479,TXN_009479,2025-01-29 22:00:00,14068.87,Cash on Delivery,Toys,110,11388.39,0.736,61,58.04,57,0.377,5,0.528,8,30,31,12,28,0.452,0.279,61,Male,Low,Homemaker,High School,Rural,0.507,0.311,8,2.16,4,58.55,54.91,72.32,43.81,Low_Value_Customer
CUST_09480,TXN_009480,2025-01-29 23:00:00,5387.2,Net Banking,Books,106,12539.08,0.036,121,73.8,31,0.564,57,0.378,56,68,30,30,19,0.658,0.375,38,Other,Middle,Business Owner,Master,Metro,0.295,0.373,8,2.36,2,38.07,48.96,44.16,43.49,Low_Value_Customer
CUST_09481,TXN_009481,2025-01-30 00:00:00,5700.83,Wallet,Books,22,6017.9,0.292,102,10.71,74,0.657,13,0.303,10,59,26,42,17,0.823,0.457,62,Male,High,Freelancer,Master,Metro,0.307,0.099,34,2.69,18,23.4,36.15,31.55,69.36,Inactive_Customer
CUST_09482,TXN_009482,2025-01-30 01:00:00,14632.04,Wallet,Toys,57,1603.86,0.142,37,75.25,74,0.57,89,0.246,6,96,9,10,64,0.878,0.681,69,Other,Middle,Student,Master,Rural,0.547,0.714,28,3.42,21,37.59,68.03,39.4,53.97,Potential_Customer
CUST_09483,TXN_009483,2025-01-30 02:00:00,30747.77,Wallet,Fashion,41,11893.79,0.234,15,56.72,39,0.272,5,0.674,52,43,14,31,16,0.406,0.424,60,Male,Low,Employee,Bachelor,Rural,0.412,0.489,18,2.77,15,44.76,57.02,35.17,46.52,Low_Value_Customer
CUST_09484,TXN_009484,2025-01-30 03:00:00,40235.58,Credit Card,Toys,90,8350.73,0.513,50,46.45,69,0.088,9,0.204,7,40,21,22,12,0.451,0.733,21,Female,High,Freelancer,Bachelor,Urban,0.261,0.639,41,4.18,8,73.46,55.54,67.67,27.8,Medium_Value_Customer
CUST_09485,TXN_009485,2025-01-30 04:00:00,44972.59,Wallet,Electronics,10,14698.9,0.116,4,50.84,53,0.698,49,0.728,22,78,31,30,35,0.45,0.842,50,Female,Middle,Homemaker,Master,Semi-Urban,0.306,0.466,43,2.76,29,44.58,60.53,21.36,74.39,Inactive_Customer
CUST_09486,TXN_009486,2025-01-30 05:00:00,31225.29,Wallet,Beauty,2,11965.61,0.233,101,67.26,58,0.301,19,0.645,6,55,8,34,39,0.462,0.25,52,Female,Low,Business Owner,Master,Rural,0.566,0.699,15,1.24,5,30.74,70.41,16.1,28.12,Potential_Customer
CUST_09487,TXN_009487,2025-01-30 06:00:00,381.0,Credit Card,Toys,67,5003.18,0.558,170,27.49,76,0.242,5,0.353,27,62,28,29,12,0.257,0.775,49,Other,Middle,Retired,Diploma,Rural,0.277,0.664,23,1.01,28,31.21,56.81,46.91,42.44,Low_Value_Customer
CUST_09488,TXN_009488,2025-01-30 07:00:00,9397.21,Net Banking,Fashion,48,6484.5,0.503,10,84.97,64,0.659,96,0.549,28,28,21,13,35,0.988,0.44,60,Male,High,Business Owner,Master,Metro,0.556,0.829,0,3.17,10,38.15,78.05,49.97,45.97,Potential_Customer
CUST_09489,TXN_009489,2025-01-30 08:00:00,5076.34,Debit Card,Fashion,42,3610.08,0.842,123,28.38,27,0.425,8,0.69,54,99,33,27,39,0.228,0.283,55,Female,Low,Student,Bachelor,Rural,0.554,0.8,6,4.25,25,43.64,53.57,67.18,44.88,Low_Value_Customer
CUST_09490,TXN_009490,2025-01-30 09:00:00,18229.89,Cash on Delivery,Books,119,7728.78,0.156,150,79.06,9,0.202,19,0.024,50,13,23,13,19,0.222,0.615,40,Female,Low,Business Owner,Diploma,Rural,0.927,0.57,34,2.76,29,53.91,39.62,54.75,45.8,Low_Value_Customer
CUST_09491,TXN_009491,2025-01-30 10:00:00,25117.41,UPI,Toys,11,10689.8,0.369,127,2.08,49,0.731,3,0.237,33,83,15,20,2,0.77,0.966,68,Other,High,Business Owner,Doctorate,Semi-Urban,0.102,0.6,20,4.49,11,41.18,36.82,40.42,49.7,Low_Value_Customer
CUST_09492,TXN_009492,2025-01-30 11:00:00,2265.52,Cash on Delivery,Sports,74,9226.08,0.907,159,82.57,64,0.768,23,0.825,9,92,30,47,26,0.256,0.83,57,Other,Lower Middle,Business Owner,Doctorate,Rural,0.528,0.308,30,2.18,16,44.77,71.26,68.76,62.14,Potential_Customer
CUST_09493,TXN_009493,2025-01-30 12:00:00,17489.05,Wallet,Electronics,12,5197.04,0.782,76,76.79,77,0.936,43,0.351,11,6,23,44,14,0.264,0.159,60,Male,Upper Middle,Freelancer,Diploma,Semi-Urban,0.613,0.847,25,4.21,15,43.51,75.34,55.83,55.63,Potential_Customer
CUST_09494,TXN_009494,2025-01-30 13:00:00,9041.07,Wallet,Books,14,12367.17,0.589,28,12.05,63,0.45,10,0.595,59,2,39,18,46,0.462,0.258,53,Other,Upper Middle,Homemaker,Master,Metro,0.839,0.364,26,3.4,14,31.81,47.01,44.64,54.94,Low_Value_Customer
CUST_09495,TXN_009495,2025-01-30 14:00:00,32388.8,Cash on Delivery,Beauty,30,1665.38,0.756,98,66.59,22,0.044,84,0.163,17,73,22,45,5,0.945,0.815,25,Male,Middle,Student,Master,Semi-Urban,0.163,0.305,43,4.54,11,58.91,37.07,61.69,36.11,Low_Value_Customer
CUST_09496,TXN_009496,2025-01-30 15:00:00,23267.19,Cash on Delivery,Electronics,105,2224.06,0.445,19,34.3,2,0.496,21,0.321,48,52,20,49,60,0.255,0.767,44,Other,High,Freelancer,Diploma,Rural,0.748,0.723,42,2.34,1,58.46,36.25,60.12,35.45,Low_Value_Customer
CUST_09497,TXN_009497,2025-01-30 16:00:00,24816.35,Wallet,Fashion,60,6121.98,0.893,78,43.7,39,0.032,19,0.685,45,86,34,15,17,0.897,0.599,55,Male,Low,Student,Master,Semi-Urban,0.124,0.273,37,3.76,5,61.51,48.28,72.02,32.76,Low_Value_Customer
CUST_09498,TXN_009498,2025-01-30 17:00:00,21441.82,Credit Card,Grocery,77,10563.43,0.592,47,7.1,57,0.901,78,0.403,59,99,23,38,0,0.912,0.369,18,Male,Low,Employee,Doctorate,Metro,0.476,0.322,48,1.54,1,50.72,37.91,53.84,60.1,Low_Value_Customer
